Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,570.000000,574.099976,565.000000,571.799988,517.786682,28297
2014-01-02,574.000000,575.250000,559.049988,562.750000,509.591675,47628
2014-01-03,560.049988,566.950012,558.500000,565.299988,511.900696,203209
2014-01-06,565.400024,567.000000,561.000000,563.750000,510.497192,79038
2014-01-07,563.750000,565.900024,556.849976,559.299988,506.467529,76946
2014-01-08,559.000000,561.900024,557.299988,559.150024,506.331696,55836
2014-01-09,559.000000,559.349976,554.000000,554.750000,502.347412,103671
2014-01-10,556.000000,556.549988,549.099976,550.299988,498.317719,68807
2014-01-13,551.000000,552.349976,544.099976,546.400024,494.786133,72198
2014-01-14,547.700012,548.750000,537.650024,538.849976,487.949188,85539
2014-01-15,536.000000,546.250000,536.000000,545.299988,493.789948,109862
2014-01-16,545.000000,552.900024,545.000000,552.000000,499.857147,286228
2014-01-17,553.500000,562.700012,553.000000,559.000000,506.195953,170295
2014-01-20,562.000000,563.799988,548.700012,555.250000,502.800079,108689
2014-01-21,554.099976,561.700012,549.349976,560.549988,507.599487,126690
2014-01-22,562.000000,567.950012,553.599976,565.950012,512.489380,84877
2014-01-23,566.000000,569.799988,560.500000,567.250000,513.666565,68041
2014-01-24,562.349976,568.900024,557.049988,565.900024,512.444031,82092
2014-01-27,560.500000,584.400024,556.000000,575.549988,521.182617,514837
2014-01-28,583.000000,583.000000,555.000000,570.150024,516.292603,500209
2014-01-29,571.000000,574.650024,564.349976,569.950012,516.111511,128242
2014-01-30,567.500000,572.799988,560.400024,570.450012,516.564331,74449
2014-01-31,573.000000,573.849976,565.849976,570.349976,516.473694,59562
2014-02-03,573.000000,574.000000,565.000000,570.049988,516.202087,58431
2014-02-04,568.549988,575.000000,566.000000,570.750000,516.835938,46497
2014-02-05,571.000000,571.000000,562.450012,570.000000,516.156677,59717
2014-02-06,570.950012,588.049988,570.950012,586.549988,531.143433,125606
2014-02-07,588.000000,589.900024,576.000000,577.650024,523.084106,66611
2014-02-10,578.099976,579.000000,563.500000,564.849976,511.493286,80111
2014-02-11,567.000000,569.400024,562.000000,562.900024,509.727539,221612
2014-02-12,565.000000,570.000000,563.799988,569.349976,515.568237,209091
2014-02-13,570.000000,571.049988,556.500000,557.849976,505.154541,45327
2014-02-14,559.000000,561.500000,553.150024,560.000000,507.101410,44503
2014-02-17,560.000000,566.000000,559.099976,560.250000,507.327759,22496
2014-02-18,559.000000,566.000000,559.000000,561.599976,508.550262,26117
2014-02-19,563.000000,563.000000,557.099976,558.400024,505.652496,46825
2014-02-20,558.400024,558.400024,554.000000,554.849976,502.437958,64275
2014-02-21,556.500000,556.500000,552.000000,554.599976,502.211609,52858
2014-02-24,555.000000,557.500000,553.599976,554.799988,502.392578,38738
2014-02-25,557.000000,557.549988,553.000000,554.200012,501.849243,47224
2014-02-26,555.000000,559.450012,553.599976,554.950012,502.528381,61074
2014-02-28,557.000000,557.000000,543.049988,548.799988,496.959320,76555
2014-03-03,550.000000,550.000000,542.000000,543.000000,491.707336,62128
2014-03-04,545.000000,555.000000,544.349976,554.200012,501.849243,91971
2014-03-05,556.450012,558.900024,550.000000,551.450012,499.359100,49867
2014-03-06,552.500000,554.049988,547.950012,549.849976,497.910187,65250
2014-03-07,550.000000,554.400024,548.000000,550.200012,498.227081,68892
2014-03-10,550.000000,559.400024,549.049988,556.900024,504.294220,99791
2014-03-11,558.000000,563.500000,553.000000,560.950012,507.961700,145998
2014-03-12,562.349976,565.500000,558.000000,559.400024,506.558167,76326
2014-03-13,562.000000,566.950012,559.400024,561.250000,508.233398,65637
2014-03-14,560.549988,560.549988,551.750000,554.299988,501.939819,76225
2014-03-18,554.950012,558.150024,551.150024,556.349976,503.796143,92966
2014-03-19,556.500000,562.500000,555.299988,561.549988,508.504974,76182
2014-03-20,564.500000,574.250000,561.900024,572.849976,518.737549,149674
2014-03-21,576.500000,580.950012,570.250000,572.900024,518.782898,123172
2014-03-22,null,null,null,null,null,null
2014-03-24,573.200012,583.900024,573.200012,581.950012,526.978027,98446
2014-03-25,583.000000,593.000000,578.000000,592.000000,536.078735,84114
2014-03-26,594.450012,599.000000,588.000000,590.450012,534.675110,99661
2014-03-27,590.000000,600.900024,590.000000,598.549988,542.009888,107225
2014-03-28,599.799988,603.450012,590.750000,597.799988,541.330688,66835
2014-03-31,600.000000,608.349976,595.250000,603.650024,546.628174,62231
2014-04-01,603.650024,607.500000,595.500000,601.599976,544.771912,65830
