Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,5310.149902,5585.000000,4905.200195,5044.299805,4690.945313,86689
2014-02-01,5044.000000,5199.000000,4796.200195,4849.799805,4510.069824,64542
2014-03-01,4874.899902,5030.000000,4630.000000,5008.149902,4657.327637,239529
2014-04-01,5030.049805,5042.649902,4690.000000,4772.000000,4449.409180,103726
2014-05-01,4772.000000,5035.000000,4536.000000,4938.700195,4604.840332,77508
2014-06-01,4960.000000,5049.000000,4755.000000,4894.100098,4587.363281,81777
2014-07-01,4925.000000,5250.000000,4845.000000,5171.000000,4846.910156,58401
2014-08-01,5125.000000,6075.000000,5005.100098,5797.799805,5434.424805,143803
2014-09-01,6050.000000,6624.549805,5901.000000,6199.049805,5810.526855,65296
2014-10-01,6000.000000,6276.350098,5650.000000,6004.299805,5645.625000,70807
2014-11-01,6250.000000,6501.649902,6000.000000,6226.100098,5854.175293,39695
2014-12-01,6300.000000,6425.000000,5555.149902,6219.100098,5847.592773,163839
2015-01-01,6355.000000,7425.000000,6215.450195,7303.399902,6875.844727,464444
2015-02-01,7112.100098,7274.750000,6755.000000,7025.700195,6614.401367,43131
2015-03-01,7019.450195,7499.950195,6766.600098,6941.899902,6535.506836,116400
2015-04-01,6961.000000,7167.250000,6539.250000,6580.899902,6195.641113,29553
2015-05-01,6580.899902,7327.000000,6551.000000,6857.100098,6455.670898,64360
2015-06-01,6751.000000,6987.450195,5499.000000,6345.649902,5996.642578,1383589
2015-07-01,6430.000000,6490.000000,5905.100098,6343.049805,5994.185547,233953
2015-08-01,6385.000000,7000.000000,5951.000000,5976.100098,5647.417969,282779
2015-09-01,6034.000000,6380.000000,5884.100098,6350.350098,6001.085449,276470
2015-10-01,6371.950195,6675.000000,6109.000000,6179.500000,5839.632324,259944
2015-11-01,6174.000000,6479.000000,5860.000000,5872.649902,5549.658691,145395
2015-12-01,5865.000000,5928.000000,5622.000000,5824.100098,5503.777832,100786
2016-01-01,5850.000000,5850.000000,5390.000000,5490.600098,5203.034180,99205
2016-02-01,5511.000000,5574.899902,4990.000000,5012.350098,4749.831543,243316
2016-03-01,5036.000000,5826.149902,5006.000000,5768.950195,5466.805664,118800
2016-04-01,5665.000000,6249.000000,5360.000000,5743.850098,5443.020996,135785
2016-05-01,5752.000000,6350.000000,5490.000000,6098.850098,5779.426270,85455
2016-06-01,6125.000000,6700.000000,6125.000000,6488.750000,6218.138672,60479
2016-07-01,6527.250000,7390.000000,6400.000000,7165.600098,6866.761719,74672
2016-08-01,7165.600098,7230.000000,6490.000000,6559.500000,6285.938477,50446
2016-09-01,6543.000000,6705.000000,6200.000000,6428.200195,6171.024902,46024
2016-10-01,6478.950195,6990.000000,6457.299805,6944.000000,6666.188965,55445
2016-11-01,6942.649902,6968.399902,5701.049805,6256.649902,6006.338379,75365
2016-12-01,6314.399902,6388.850098,5750.000000,6029.799805,5788.563477,43643
2017-01-01,6030.000000,6083.000000,5800.000000,5842.200195,5622.706055,230035
2017-02-01,5875.000000,6420.000000,5849.000000,6255.049805,6020.044434,75661
2017-03-01,6255.049805,6689.950195,6085.000000,6681.200195,6430.185059,97491
2017-04-01,6680.000000,6778.000000,6262.000000,6702.399902,6450.587402,81968
2017-05-01,6702.399902,6995.500000,6450.799805,6657.149902,6407.037598,301133
2017-06-01,6644.000000,6832.000000,6532.399902,6723.049805,6508.349121,166954
2017-07-01,6734.200195,6989.500000,6675.049805,6750.250000,6534.680176,166303
2017-08-01,6750.250000,7120.049805,6501.000000,7101.100098,6874.325684,248300
2017-09-01,7089.000000,7408.350098,6800.000000,7222.250000,7007.301270,58948
2017-10-01,7222.250000,7480.000000,7107.000000,7221.100098,7006.186035,30002
2017-11-01,7240.799805,8000.000000,7162.799805,7650.000000,7422.320801,63311
2017-12-01,7620.000000,8001.000000,7620.000000,7845.000000,7611.517578,54140
2018-01-01,7880.000000,7980.000000,7399.000000,7464.799805,7272.930664,104349
2018-02-01,7500.000000,7864.549805,6887.750000,7764.350098,7564.781250,395656
2018-03-01,7777.000000,8235.000000,7584.950195,8202.150391,7991.329102,127222
2018-04-01,8201.000000,9447.500000,8167.750000,9406.349609,9164.575195,98669
2018-05-01,9406.349609,9865.000000,8900.000000,9657.750000,9409.513672,79128
2018-06-01,9669.000000,10190.000000,9505.500000,9808.549805,9622.637695,93829
2018-07-01,9837.799805,10599.000000,9729.950195,10537.200195,10337.477539,56625
2018-08-01,10600.000000,11668.000000,10208.500000,11576.599609,11357.176758,196467
2018-09-01,11700.000000,11700.000000,9211.299805,9705.700195,9539.263672,118654
2018-10-01,9750.000000,10145.000000,9080.099609,10122.099609,9948.521484,163286
2018-11-01,10329.000000,10800.000000,9902.000000,10719.000000,10535.186523,231827
2018-12-01,10809.099609,11700.000000,10246.000000,11107.200195,10916.729492,81440
