Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,333.375000,342.500000,312.600006,314.450012,287.006958,10185498
2014-02-01,316.250000,341.075012,309.000000,333.750000,304.622589,4873074
2014-03-01,333.000000,380.250000,330.575012,374.424988,341.747711,10740502
2014-04-01,376.500000,377.000000,353.750000,359.125000,327.782990,6441232
2014-05-01,359.125000,426.174988,356.100006,397.049988,362.398132,8306342
2014-06-01,397.500000,830.000000,397.500000,820.049988,748.481567,7094762
2014-07-01,412.600006,846.000000,404.274994,829.750000,770.258362,11479480
2014-08-01,414.500000,426.500000,396.000000,421.475006,391.255981,5236318
2014-09-01,423.000000,440.000000,419.500000,435.750000,404.507477,11189728
2014-10-01,434.125000,457.075012,427.000000,456.100006,423.398407,8520594
2014-11-01,456.000000,482.725006,446.674988,478.700012,444.378052,7266672
2014-12-01,478.575012,486.924988,458.225006,476.000000,441.871613,5962368
2015-01-01,476.000000,549.849976,466.000000,538.000000,499.426331,10331032
2015-02-01,534.000000,546.575012,515.275024,527.099976,489.307831,6605974
2015-03-01,541.000000,552.500000,501.274994,511.424988,474.756683,8467250
2015-04-01,513.000000,529.000000,489.674988,494.600006,459.138031,4212654
2015-05-01,494.600006,527.250000,472.350006,525.549988,487.868958,4624640
2015-06-01,525.625000,1020.000000,495.125000,999.849976,928.162476,4500753
2015-07-01,531.500000,1127.900024,527.525024,1111.199951,1031.528809,9783842
2015-08-01,555.599976,1101.699951,503.524994,1095.099976,1031.990356,3627863
2015-09-01,513.724976,1061.449951,488.799988,1049.949951,989.442200,3719929
2015-10-01,535.000000,1124.449951,530.099976,1112.250000,1048.151855,9714760
2015-11-01,548.525024,1097.900024,520.250000,1075.949951,1013.944031,2856813
2015-12-01,536.500000,545.450012,520.000000,541.375000,510.176086,2125520
2016-01-01,542.450012,545.000000,504.174988,524.474976,494.249939,4697326
2016-02-01,527.500000,533.474976,464.399994,486.274994,458.251404,4422650
2016-03-01,490.000000,539.349976,486.250000,535.599976,504.733826,8305090
2016-04-01,533.000000,568.000000,521.500000,566.724976,534.065125,3547508
2016-05-01,565.000000,597.400024,555.025024,590.674988,556.634949,3063080
2016-06-01,590.500000,596.150024,572.125000,587.950012,554.067017,5467652
2016-07-01,589.450012,625.000000,580.500000,623.275024,597.070129,5117860
2016-08-01,623.275024,647.349976,607.974976,645.375000,618.240906,4741286
2016-09-01,645.375000,659.099976,632.750000,635.849976,609.116333,4267518
2016-10-01,637.775024,649.950012,612.500000,630.000000,603.512329,2767394
2016-11-01,626.849976,644.000000,579.650024,599.799988,574.582092,6178108
2016-12-01,604.900024,605.075012,582.500000,602.099976,576.785278,3742818
2017-01-01,602.500000,650.000000,590.875000,643.474976,616.420715,16223524
2017-02-01,644.000000,725.000000,640.275024,694.599976,665.396301,14420040
2017-03-01,698.000000,739.000000,684.625000,721.150024,690.830017,15266784
2017-04-01,722.500000,786.150024,712.500000,771.075012,738.656006,6049258
2017-05-01,771.075012,824.000000,762.174988,816.674988,782.338745,3578184
2017-06-01,815.000000,857.799988,811.500000,826.125000,791.391479,2965644
2017-07-01,826.500000,898.924988,823.000000,891.674988,865.616150,4560358
2017-08-01,892.000000,905.000000,866.400024,887.500000,861.563171,2221140
2017-09-01,880.500000,934.000000,870.000000,901.525024,875.178345,3135572
2017-10-01,901.525024,938.474976,842.500000,904.400024,877.969360,3816894
2017-11-01,905.000000,937.500000,895.650024,926.025024,898.962341,6406234
2017-12-01,927.500000,952.500000,900.000000,936.775024,909.398193,11375768
2018-01-01,936.500000,1005.950012,916.474976,1003.169983,973.852783,5876520
2018-02-01,1003.500000,1985.000000,918.500000,1883.800049,1828.746826,4133641
2018-03-01,937.500000,955.150024,915.000000,945.724976,918.086548,4055748
2018-04-01,946.000000,992.000000,940.125000,972.299988,943.885010,2911824
2018-05-01,972.299988,1075.000000,972.299988,1068.069946,1036.856079,4745822
2018-06-01,1062.000000,1085.030029,1004.880005,1054.030029,1036.391235,4985242
2018-07-01,1043.119995,1109.530029,1032.500000,1090.530029,1072.280518,3028330
2018-08-01,1089.500000,1089.500000,1027.500000,1031.119995,1013.864563,3503374
2018-09-01,1033.500000,1040.000000,956.900024,1002.830017,986.048035,4295824
2018-10-01,1007.500000,1026.000000,942.200012,955.924988,939.927979,12430648
2018-11-01,962.500000,1068.750000,948.400024,1058.569946,1040.855225,9939604
2018-12-01,1061.119995,1079.069946,1016.080017,1061.219971,1043.460938,4253296
