Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,5290.000000,5600.000000,4902.399902,5047.149902,4693.800293,564846
2014-02-01,4993.000000,5198.000000,4774.850098,4864.500000,4523.937500,1581528
2014-03-01,4861.000000,5070.000000,4632.000000,5028.750000,4676.689453,666358
2014-04-01,5069.000000,5070.000000,4685.000000,4768.799805,4446.588867,573401
2014-05-01,4768.799805,5080.000000,4525.000000,4961.000000,4625.800781,2105837
2014-06-01,4951.149902,5039.000000,4761.000000,4929.750000,4620.855469,521771
2014-07-01,4931.000000,5248.399902,4831.200195,5128.350098,4807.012207,528734
2014-08-01,5143.000000,6155.000000,5110.000000,6028.549805,5650.805664,572611
2014-09-01,6050.000000,6620.000000,5881.000000,5968.649902,5594.658691,455926
2014-10-01,6027.000000,6300.000000,5635.000000,6257.200195,5883.559082,344012
2014-11-01,6261.000000,6500.000000,6039.000000,6204.049805,5833.582520,362281
2014-12-01,6191.049805,6425.049805,5985.450195,6384.850098,6003.585938,342776
2015-01-01,6385.000000,7430.000000,6220.000000,7113.049805,6696.801270,663582
2015-02-01,7113.799805,7272.000000,6760.049805,7020.899902,6610.045898,587020
2015-03-01,7049.899902,7505.000000,6765.000000,6947.350098,6540.799805,621799
2015-04-01,7051.000000,7174.950195,6525.000000,6572.600098,6187.979004,472550
2015-05-01,6572.600098,7349.000000,6535.100098,6751.549805,6356.456543,702581
2015-06-01,6700.000000,6999.899902,5501.000000,6352.200195,6002.954590,4590384
2015-07-01,6400.000000,6494.000000,5895.000000,6357.399902,6007.867188,1700293
2015-08-01,6385.000000,6998.000000,5950.000000,5965.399902,5637.420410,2224552
2015-09-01,5935.000000,6398.000000,5850.000000,6367.649902,6017.554199,635582
2015-10-01,6364.000000,6669.950195,6105.149902,6173.899902,5834.457031,1010653
2015-11-01,6160.000000,6474.000000,5850.000000,5860.049805,5537.862793,1146376
2015-12-01,5858.899902,5950.000000,5630.000000,5828.000000,5507.574219,818755
2016-01-01,5820.049805,5850.000000,5375.000000,5488.000000,5200.687012,764766
2016-02-01,5575.000000,5575.000000,4981.000000,5008.000000,4745.817383,799122
2016-03-01,5050.000000,5849.000000,5000.549805,5757.350098,5455.936035,1081019
2016-04-01,5690.000000,6246.750000,5558.049805,5725.450195,5425.706543,709466
2016-05-01,5739.950195,6359.000000,5482.049805,6097.350098,5778.136230,1003426
2016-06-01,6116.000000,6705.000000,6109.049805,6492.350098,6221.674316,826809
2016-07-01,6514.899902,7369.000000,6390.000000,7188.350098,6888.657715,762721
2016-08-01,7172.000000,7215.149902,6470.000000,6525.549805,6253.489746,615756
2016-09-01,6525.000000,6625.000000,6200.000000,6432.850098,6175.543945,723598
2016-10-01,6432.899902,7000.000000,6432.899902,6985.750000,6706.329102,456330
2016-11-01,6925.000000,6960.750000,5656.049805,6289.700195,6038.120605,1082679
2016-12-01,6243.000000,6392.700195,5746.000000,6028.350098,5787.224121,653074
2017-01-01,6030.000000,6081.049805,5828.000000,5851.850098,5632.018066,991188
2017-02-01,5898.000000,6450.000000,5834.750000,6254.250000,6019.301758,625095
2017-03-01,6235.149902,6720.000000,6089.000000,6680.649902,6429.682617,769358
2017-04-01,6612.049805,6785.899902,6267.750000,6697.750000,6446.140625,475206
2017-05-01,6697.750000,7000.000000,6450.000000,6645.100098,6395.469238,999251
2017-06-01,6642.000000,6850.000000,6530.000000,6736.799805,6521.678711,644046
2017-07-01,6746.500000,6989.000000,6674.950195,6767.149902,6551.059082,770561
2017-08-01,6732.000000,7140.000000,6532.000000,7121.250000,6893.852539,1104792
2017-09-01,7100.000000,7410.000000,6851.100098,7216.500000,7001.728516,1057447
2017-10-01,7216.500000,7483.000000,7110.049805,7239.000000,7023.559082,811113
2017-11-01,7264.000000,7974.149902,7160.000000,7663.500000,7435.426270,1309970
2017-12-01,7659.950195,8039.049805,7630.049805,7870.899902,7636.653809,746854
2018-01-01,7900.000000,7968.850098,7405.049805,7469.149902,7277.177246,728873
2018-02-01,7499.000000,7874.000000,6887.250000,7761.649902,7562.160156,1677486
2018-03-01,7777.000000,8250.000000,7566.000000,8203.549805,7992.702148,1551481
2018-04-01,8199.849609,9448.000000,8169.950195,9396.549805,9155.039063,1353233
2018-05-01,9396.549805,9889.950195,8934.650391,9654.000000,9405.871094,1408286
2018-06-01,9669.000000,10198.000000,9490.000000,9810.099609,9624.111328,1256068
2018-07-01,9890.000000,10580.000000,9727.650391,10530.400391,10330.757813,867119
2018-08-01,10600.000000,11705.000000,10210.000000,11582.200195,11362.616211,1528105
2018-09-01,11680.000000,11680.000000,9199.950195,9699.650391,9533.277344,1402217
2018-10-01,9723.950195,10198.299805,9047.049805,10147.799805,9973.739258,1900628
2018-11-01,10239.000000,10890.400391,9903.500000,10764.799805,10580.156250,1393264
2018-12-01,10819.200195,11425.000000,10232.000000,11084.799805,10894.667969,1336252
