Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,161.000000,162.649994,138.350006,141.149994,128.080139,8079553
2014-02-01,141.399994,146.000000,137.949997,139.750000,126.809769,5666442
2014-03-01,140.050003,152.600006,135.399994,149.949997,136.065277,6246549
2014-04-01,151.050003,159.949997,146.800003,149.449997,135.611603,6849147
2014-05-01,149.449997,162.899994,142.199997,149.199997,135.384750,8764842
2014-06-01,148.000000,177.149994,146.600006,172.800003,156.799500,21025504
2014-07-01,174.199997,176.899994,148.449997,154.199997,139.921753,10754724
2014-08-01,152.949997,160.699997,149.500000,150.899994,136.927307,5259481
2014-09-01,151.000000,172.850006,151.000000,159.100006,146.482147,12980337
2014-10-01,160.000000,163.699997,150.800003,160.050003,147.356781,4573929
2014-11-01,160.500000,166.000000,152.550003,161.149994,148.369553,7212827
2014-12-01,162.000000,165.850006,137.399994,150.699997,138.748322,6836969
2015-01-01,151.850006,162.100006,146.000000,158.699997,146.113846,5207846
2015-02-01,159.000000,167.699997,148.100006,155.699997,143.351776,5665690
2015-03-01,155.000000,164.699997,142.699997,149.100006,137.275223,5207638
2015-04-01,149.500000,163.399994,140.500000,159.100006,146.482147,6044742
2015-05-01,142.149994,150.399994,136.750000,146.199997,134.605225,7314401
2015-06-01,145.699997,146.250000,126.050003,132.350006,121.853615,7186550
2015-07-01,133.000000,143.000000,131.449997,140.100006,128.988998,5003003
2015-08-01,141.899994,147.050003,108.849998,119.599998,111.931854,5645499
2015-09-01,119.000000,129.350006,114.250000,127.699997,119.512527,3368229
2015-10-01,128.149994,141.500000,127.400002,135.500000,126.812447,5023557
2015-11-01,133.899994,138.300003,123.150002,137.750000,128.918167,2908618
2015-12-01,138.000000,147.899994,130.000000,146.100006,136.732819,2815631
2016-01-01,147.000000,149.800003,119.650002,126.349998,118.249084,4103452
2016-02-01,127.000000,128.350006,100.099998,103.650002,97.004501,4319431
2016-03-01,105.000000,123.900002,104.500000,121.000000,113.242096,3606787
2016-04-01,121.849998,124.150002,116.000000,119.900002,112.212624,5561640
2016-05-01,119.900002,123.949997,115.449997,117.900002,110.340858,2871262
2016-06-01,119.000000,131.500000,117.400002,130.850006,122.460579,5962654
2016-07-01,132.000000,144.899994,128.899994,142.149994,133.036057,4914246
2016-08-01,143.500000,147.000000,135.550003,140.100006,131.117508,6692028
2016-09-01,140.449997,148.899994,132.100006,139.500000,132.702499,6228272
2016-10-01,141.000000,157.649994,135.600006,139.600006,132.797638,9783982
2016-11-01,139.699997,140.800003,114.500000,123.800003,117.767517,10238141
2016-12-01,124.800003,126.800003,116.500000,122.050003,116.102783,2599755
2017-01-01,122.699997,131.949997,121.500000,129.050003,122.761696,2750718
2017-02-01,128.100006,147.100006,127.500000,138.000000,131.275589,4266853
2017-03-01,138.550003,153.899994,136.850006,150.250000,142.928665,5838101
2017-04-01,151.899994,156.399994,147.000000,153.000000,145.544678,4267842
2017-05-01,153.000000,161.600006,140.500000,148.949997,141.692017,5735158
2017-06-01,149.000000,162.800003,145.899994,150.550003,143.214050,5413617
2017-07-01,152.000000,179.250000,149.600006,169.600006,161.335785,12043636
2017-08-01,170.050003,203.000000,152.100006,197.899994,191.184677,16907456
2017-09-01,197.899994,220.250000,190.500000,205.649994,201.509003,56553862
2017-10-01,205.649994,229.699997,202.399994,226.600006,222.037155,10298633
2017-11-01,228.600006,291.750000,221.550003,286.899994,281.122955,17445478
2017-12-01,289.399994,316.500000,274.000000,315.549988,309.196014,7845251
2018-01-01,317.000000,328.799988,286.100006,290.600006,284.748444,6740992
2018-02-01,288.049988,293.850006,249.949997,275.600006,270.050476,14855675
2018-03-01,275.000000,284.399994,251.100006,258.450012,253.245834,6885510
2018-04-01,260.000000,298.899994,260.000000,297.600006,291.607483,5181010
2018-05-01,297.600006,299.799988,237.699997,268.100006,262.701508,6624278
2018-06-01,270.000000,280.950012,253.800003,269.450012,264.024323,6074652
2018-07-01,269.649994,284.700012,228.600006,247.000000,244.318726,4222584
2018-08-01,248.500000,254.850006,230.449997,234.899994,232.350067,3646668
2018-09-01,234.000000,243.500000,212.750000,233.199997,230.668518,4891821
2018-10-01,234.899994,240.500000,205.750000,218.050003,215.682983,3388438
2018-11-01,217.000000,225.199997,209.000000,219.000000,216.622665,2374026
2018-12-01,217.050003,224.500000,195.000000,219.399994,217.018326,2501650
